Elevation,Latitude,Longitude,CSMPM,LURES100,LURES300,LURES500,LURES1000,LURES5000,LUCOMM100,LUCOMM300,LUCOMM500,LUCOMM1000,LUCOMM5000,LUINDUS100,LUINDUS300,LUINDUS500,LUINDUS1000,LUINDUS5000,LUAGRI100,LUAGRI300,LUAGRI500,LUAGRI1000,LUAGRI5000,LUUtTr100,LUUtTr300,LUUtTr500,LUUtTr1000,LUUtTr5000,LUVaFo100,LUVaFo300,LUVaFo500,LUVaFo1000,LUVaFo5000,POP100,POP300,POP500,POP1000,POP5000,HOUS100,HOUS300,HOUS500,HOUS1000,HOUS5000,RDALL25,RDALL50,RDALL100,RDALL300,RDALL500,RDALL1000,RDMAJ25,RDMAJ50,RDMAJ100,RDMAJ300,RDMAJ500,RDMAJ1000,VEHDENSALL25,VEHDENSALL50,VEHDENSALL100,VEHDENSALL300,VEHDENSALL500,VEHDENSALL1000,VEHDENSMAJ25,VEHDENSMAJ50,VEHDENSMAJ100,VEHDENSMAJ300,VEHDENSMAJ500,VEHDENSMAJ1000,TRKDENSALL25,TRKDENSALL50,TRKDENSALL100,TRKDENSALL300,TRKDENSALL500,TRKDENSALL1000,TRKDENSMAJ25,TRKDENSMAJ50,TRKDENSMAJ100,TRKDENSMAJ300,TRKDENSMAJ500,TRKDENSMAJ1000,DISTINVALL,DISTINVALL2,DISTINVMAJ,DISTINVMAJ2,ALLAADT,MAJAADT,ALLDIESAADT,MADIESAADT,ALLAADT_DIS,ALLAADT_DIS2,MAJAADT_DIS,MAJAADT_DIS2,ALLDIESAADT_DIS,ALLDIESAADT_DIS2,MAJDIESAADT_DIS,MAJDIESAADT_DIS2,BUSFC25,BUSFC50,BUSFC100,BUSFC300,BUSFC500,BUSFC1000,RAIL25,RAIL50,RAIL100,RAIL300,RAIL500,RAIL1000,Idw_PM_1,Idw_PM_2,PointDe_NEI_PM_Popu_1000,PointDe_NEI_PM_Popu_10000,PointDe_NEI_PM_Popu_1500,PointDe_NEI_PM_Popu_15000,PointDe_NEI_PM_Popu_20000,PointDe_NEI_PM_Popu_3000,PointDe_NEI_PM_Popu_5000,PointDe_NEI_PM_Popu_7500,PointDe_NEI_PM_1000,PointDe_NEI_PM_10000,PointDe_NEI_PM_1500,PointDe_NEI_PM_15000,PointDe_NEI_PM_20000,PointDe_NEI_PM_3000,PointDe_NEI_PM_30000,PointDe_NEI_PM_5000,PointDe_NEI_PM_7500,EucDistinv_PM_,EucAllo_PM_,EucDistinv2_PM_,Allo_Dist_PM_,Allo_Dist2_PM_,PM
-229.20798,132117.9779,422616.9085,8.3500004,6137.5,96662.5,269137.5,1008675,28880688,9687.5,47687.5,94937.5,224575,5624625,2350,12125,15587.5,29525,2000887.5,0,0,0,0,-487000,0,12862.5,33462.5,101425,1637837.5,-1887.5,-23537.5,-65000,-486700,-24155662,67.5,638,1467.5,3814.5,47952,38,352.5,772,1895,23477.5,32.200001,175.75,668.95001,4776.75,10979.3,32111.801,31.75,142.55,304.40002,963.04999,1782.2,6189.2002,207.55,193.35001,103.85001,35.950001,21.950001,18.75,207.5,192.89999,102.64999,34.599998,20.849998,16.549999,18.150002,15.3,8.1499996,2.75,1.7,1.2,18.150002,15.3,8.1499996,2.75,1.7,1.1,0.066665001,0.00472222,0.066665001,0.00472222,12821,12821,1121,1121,854.7334,60.543602,854.7334,60.543602,74.594254,5.2797499,74.733353,5.2936001,1,4.3500004,8,21.400002,35.150002,112.8,0,0,0,521.5,1165.5,4213,575.9671,374.74135,0,2429.831,13.92075,3332.572,2608.513,4.852729,162.4574,4026.672,0,0.108225,0.141471,0.114592,0.09788,0.106103,0.070382,0.165521,0.113177,0.000670664,98,4.50E-07,0.065725099,4.41E-05,10.26666667
-325.66556,134060.4779,428912.9085,8.8400002,16635,170300,395980,1296410,19707346,50,8775,72980,104175,6347430,0,0,0,0,991250,0,-1355,-37230,-398905,-8071825,0,0,0,0,1221205,-10140,-74170,-219350,-1116060,-26153030,22.200001,194.2,460,1630.6,27734,7.5999999,63.599998,159.39999,596.20001,12846,48.920002,99.5,355.39999,1939.08,4456.1201,14956.8,0,0,0,0,0,1778.92,2.5,1.3,10.139999,5.3200002,3.24,6.0999999,0,0,0,0,0,4.3200002,0,0,0.079999998,0,0,0.30000001,0,0,0,0,0,0.30000001,0.25,0.0625,0.001288,1.66E-06,100,10516,27,824,25,6.25,13.5589,0.017480001,0.31900001,0.00382,1.0624601,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,74737.224,76272.18,0,2384.6438,0,1808.094,2427.695,23985.26,8638.048,4214.489,0,0.0706646,0,0.063662,0.070824,0.212207,0.0627426,0.101859,0.067906,0.000577547,174,3.34E-07,0.100493144,5.80E-05,15.06
-278.52783,124984.6446,412325.2418,10.7,4512.5,79291.664,261666.67,759087.5,23509684,2104.1667,33900,82475,174258.33,6128521,11262.5,81191.664,111229.16,516558.34,3790458.2,0,0,0,-62.5,-11475,400,2487.5,7125,56487.5,2024758.4,-7520.8335,-23016.666,-107512.5,-578525,-20767028,30.166666,876,3597.6667,15987.5,191996.33,4,249,1306,4729.5,99369.164,48.149998,99.050003,304.93332,4288.6836,14241,49333.816,48.149998,99.050003,304.93332,2698.8667,5861.3667,19272.6,402.86667,207.45,152.66667,123.23333,119.03333,97.716667,402.86667,207.45,152.66667,118.88333,110.78333,91.616669,21.233334,10.916666,9.583333,7.1499996,7.7666664,6.6999998,21.233334,10.916666,9.583333,6.7666669,7.166667,6.3000002,0.20039833,0.04268235,0.20039833,0.04268235,16443,16443,867,867,3295.125,701.82587,3295.125,701.82587,162.55489,31.748333,173.74403,37.0056,13,26.583332,119.63333,718.01666,1322.9834,3050.0166,0,0,0,0,0,2114.1667,2205.7525,1527.924833,5007.323,1807.841667,4203.548,2948.801,3121.286,2829.987,3487.714,1769.118,2.069014,0.217512,1.273239,0.145008,0.109817,0.848826,0.069321,0.471099,0.277283,0.00492292,963,2.42E-05,4.74077215,0.023338443,15.53333333
-283.21451,125440.4779,418766.9085,11,375,56908.332,237816.67,1368704.1,30735216,11137.5,65366.668,148812.5,379887.5,6369616.5,408.33334,17904.166,58208.332,138629.17,2789695.8,0,0,0,0,-42825,8750,24883.334,37275,55837.5,998783.31,-4108.3335,-31262.5,-70908.336,-345895.84,-20376816,7,695.5,2359.1667,10228,153590.33,13,584,1698.1666,6437,81888,42.200001,238.43333,818.66663,7128.5498,17322.648,63691.434,0,0,104.36667,1507.5834,2578.75,7654.6665,2.1166668,3.0666666,45.933334,61.733334,39.400002,29.5,0,0,43.650002,58.633331,36.216667,25.9,0,0,1.8333333,2.5999999,1.6,1.1,0,0,1.8333333,2.5999999,1.6,1.1,0.072344996,0.005237893,0.01064,0.00011317,100,8078.3335,372.66666,372.66666,7.2344666,0.52378333,85.939735,0.91425002,3.9564667,0.041999999,3.96455,0.042133335,10.283333,52.133335,180.3,601.13336,1023.3334,1949.5166,0,0,155.33333,593.66669,998.66669,2040.5,936.2659,488.6032,19.36597,5121.892,8.6071,3575.621,3072.723,14.70309,166.2398,7567.843,0.31831,0.200535,0.141471,0.142886,0.105838,0.106103,0.069675,0.114592,0.232013,0.001314766,61,1.73E-06,0.080200696,0.000105445,15.36666667
-360.96744,127657.1446,424074.4085,11.65,1383.3334,82412.5,286187.5,1637337.5,32213666,17516.666,118379.16,242012.5,345612.5,9483321,4875,17604.166,57008.332,389304.16,2670350,0,0,0,0,-460979.16,0,0,604.16669,5600,1320916.6,-687.5,-27108.334,-126341.66,-355358.34,-19834534,17.166666,300.16666,919.66669,4096.8335,74783,8.5,179.66667,496.33334,2085.6667,37204.5,66.75,159.86667,464.85001,2529.9001,6124.0664,29040.949,37.483334,82.366669,319.40002,1583.5667,2944.4333,6527.6499,493.65002,271.38333,189.08333,90.366669,56.950001,30.033333,492.16666,270.38333,188.61667,90.016663,56.549999,28.316666,34.083332,18.700001,12.5,5.8666668,3.6166666,1.6,34.083332,18.700001,12.5,5.8666668,3.6166666,1.5166667,0.090013333,0.009168373,0.089418337,0.00914924,21496.666,25776,1784,1784,2243.7644,234.95938,2304.8381,235.83081,158.77858,16.185284,159.52168,16.32225,0.083333336,0.25,0.69999999,21.616667,53.083332,139.48334,0,0,0,0,0,0,1786.7065,2527.820667,0,6281.749,0,3341.658,3241.406167,321.1393,121.159,321.7555,0,0.108225,0,0.1150635,0.096952333,0.035368,0.068967,0.038197,0.101859,0.000335221,9080,1.12E-07,3.043807361,0.001020348,16.75
-349.82669,123203.8112,430664.4085,13.616667,9929.167,81687.5,218708.33,1074304.1,20779630,0,3429.1667,18191.666,150170.83,8532233,1987.5,41970.832,116966.66,318379.16,2451533.2,0,0,-3191.6667,-69441.664,-373300,0,0,0,0,588970.81,-3062.5,-19333.334,-76695.836,-656175,-18821350,4,45,154.16667,1739.3334,34611.832,0.83333331,16.833334,60.5,804.66669,16560.666,13.333333,46.650002,168.71666,1562.6167,4143.4165,21256.883,0,0,24.166666,184.5,964.20001,6967.4834,0.66666663,0.58333331,8.3666668,7.5499997,24.333334,42.316666,0,0,7.9000001,7.0499997,23.950001,41.849998,0,0,0.48333335,0.43333331,2.8500001,4.7166667,0,0,0.48333335,0.43333331,2.8500001,4.7166667,0.02844,0.001311275,0.004578333,4.34E-05,100,21212.334,2632.3333,2632.3333,2.8439167,0.13113333,71.621071,0.47643334,7.6331,0.037016667,7.6377831,0.037316665,0,0,0,0,0,0,0,0,0,0,0,0,6518.922833,464.4321,3.389517,223.3795,1.506452,2911.36,2894.224167,0.753226,464.2036,244.3202667,0.31831,0.035014,0.141471,0.064369333,0.0824955,0.070736,0.065548,0.063662,0.037725667,0.002891264,11,8.36E-06,0.031803901,9.20E-05,15.74027578
-222.64569,125637.1446,408916.9085,11.2,904.16669,10375,22620.834,94729.164,22080528,13945.833,90170.836,211420.83,576770.81,7154404,0,4295.8335,13087.5,59762.5,4030337.5,0,0,0,0,-13612.5,3833.3333,26987.5,52045.832,275350,1890016.6,-2379.1667,-39095.832,-113979.16,-514441.66,-19773164,167.66667,704.33331,1365.6666,4206.5,160669.17,151.83333,654.5,1107.1666,2549.5,81527.164,60.399998,180.36667,816.98334,7536.1499,17389.768,67261.164,41.149998,111.75,407.75,4452.5835,10591.416,45148.332,197.76666,140.91667,116.86667,166.91667,154.23334,190.55,196.78334,140.05,115.5,156.86667,144.7,182.14999,12.25,9.1166668,7.7166667,10.666666,10.083333,12.716666,12.25,9.1166668,7.6999998,9.9000006,9.2833338,12.216666,0.22222333,0.050925925,0.16338333,0.036217861,6327.6665,10144.5,683.83331,683.83331,1397.4861,318.63309,1512.2245,320.98285,99.996803,21.0986,98.342163,20.558167,12.45,29.75,99.433334,865.34998,1919.4501,4941.1333,0,0,14.166667,306.83334,1164.8334,6640.1665,2480.790833,2691.0915,5205.345333,1760.9055,2758.2085,3023.3675,2633.021833,2556.541833,2719.8705,1820.63,2.440375667,0.2212255,1.343975,0.1478375,0.107164667,0.666092833,0.066491167,0.468976667,0.288601,0.004926556,2570.5,0.000024271,12.66371337,0.062388499,12.51666667
-296.52609,131353.8112,404916.9085,12.25,16416.666,189354.17,496983.34,1535358.4,25955162,5887.5,13466.667,35737.5,215712.5,6629137.5,637.5,12479.167,24262.5,67595.836,2785708.2,0,0,0,0,-314741.66,0,0,0,66379.164,1107350,0,-2000,-40395.832,-484866.66,-22193950,158,1492.5,3538.8333,8515.5,91030.5,90,901.5,2064.3333,4715,45387.5,64.449997,186.01666,499.20001,4229.0166,12284.117,42150.383,29.700001,92.316666,196.33334,598.81665,1333.2167,9107.5,203.68333,158.18333,86.466667,33.349998,26.25,29.25,201.91667,156.96666,83.466667,28.266666,22.016666,26.75,10.083333,7.8499999,4.2833333,1.6,1.3166666,1.4,10.083333,7.8499999,4.1833334,1.4,1.1833334,1.3,0.16490333,0.0345539,0.11818834,0.022879876,8936.667,13355,668,668,1429.0825,301.3028,1578.4155,305.56076,76.339363,13.935217,78.950317,15.283767,5.3499999,15.016666,31.616667,98.283333,183.86667,511.14999,0,0,0,0,0,1283.1666,17639.945,13791.39833,80.71082,1786.048,35.87148,921.0402,1894.398,8048.027,3125.373,1751.629,0.31831,0.200535,0.141471,0.12308,0.09788,0.389045,0.066904,0.241916,0.1725945,0.001170034,254,1.37E-06,0.297188526,0.000347721,12.95
-219.96574,132122.9779,401176.0752,10.866667,33.333332,11116.667,20558.334,94866.664,25202376,22125,153516.67,325704.16,656820.81,5832000,0,0,24545.834,211975,2437579.2,0,0,0,0,-2888945.8,0,13795.833,32575,150745.83,1415033.4,-2470.8333,-72970.836,-240204.17,-1101612.5,-23230388,0,0,7.3333335,251.83333,56718.5,0,0,3.8333333,129.5,28173.834,43.333336,96.949997,216.64999,679.43335,2510.5667,8066.2002,43.333336,96.949997,198.51666,599.48334,1598.6666,3323.6667,144.53334,80.800003,41.400002,13.916666,13.483334,8.0666666,144.53334,80.800003,41.350002,13.9,12.583333,6.7833333,40.883335,22.883333,11.7,3.9000001,2.5833333,1.2,40.883335,22.883333,11.7,3.9000001,2.5,1.1333333,0.095833331,0.0096875,0.095833331,0.0096875,6546,6546,1852,1852,627.32495,63.414383,627.32495,63.414383,176.56818,17.681417,177.48334,17.94125,2.0166667,4.5,9.1499996,27.483334,46.566666,101.53333,0,0,0,933.16669,1870,5076.1665,15251.065,9236.082833,4431.84,985.8244667,7642.033833,1105.916,833.64595,8346.569167,3203.448333,1527.166667,0.95493,0.1055725,0.707355,0.116241833,0.085280667,0.330099167,0.066786,0.199474333,0.136755167,0.003156023,5388.666667,9.96E-06,17.0067562,0.053673715,20.31666667
-218.82121,134120.4779,397171.9085,12.833333,11525,99350,163475,377950,30232750,4125,8025,20425,282700,3782625,0,0,0,3475,2114000,0,0,0,-35250,-4038600,0,0,58775,187450,1348400,-9900,-48950,-149900,-1083175,-23889624,48,404,586,1133,33660,29,259,372,671,16179,72.900002,200.2,491.60001,3130.8,4728.2002,21641.301,0,0,72.400002,572.20001,985.29999,9013.2998,3.7,2.5,16.200001,13.9,8.6000004,36.400002,0,0,14.8,13,8.1000004,34,0,0,1.3,1.2,0.69999999,2.8,0,0,1.3,1.2,0.69999999,2.4000001,0.25,0.0625,0.011031667,0.000121675,100,6440,580,580,25,6.25,71.034271,0.78358334,6.3783503,0.07016667,6.3974833,0.070533335,0,0,1.7,26.1,45.200001,200.8,0,0,0,0,260,3447,3883.215,3914.455,1385.989,1399.893,745.0449,896.4394,850.8983,862.3438,494.5393,1633.034,0.31831,0.095493,0.282942,0.067906,0.07719,0.141471,0.062601,0.140056,0.113177,0.001247566,4354,1.56E-06,5.431901003,0.006776653,12.90694245
-234.70259,122067.9779,401904.4085,14.9,3220.8333,45720.832,233145.83,1142254.1,30347428,9841.667,82166.664,141779.17,455520.84,7653800,5625,17829.166,25245.834,59100,2670720.8,0,0,0,0,-379933.34,0,4541.6665,20150,89620.836,1201454.1,-170.83333,-27870.834,-102275,-475395.84,-21675542,41.166668,371,1241.5,5905.6665,92266.5,37.833332,268.33334,772.83331,3349.8333,46236.168,57.983334,223.25,732.71667,6301.083,14307.517,51162.75,0,57.600002,150.60001,2152.6667,3536.8667,11202.383,2.95,111.46667,73.283333,83.050003,50.700001,65.383331,0,109.35,71.449997,77.266663,45.583336,62.183334,0,4.3833332,2.8499999,3.55,2.1833334,4.3666668,0,4.3833332,2.8499999,3.3666668,1.9166666,4.25,0.25,0.0625,0.026665,0.00077505,100,14905,596,596,25,6.25,397.46405,11.552183,15.873983,0.46095002,15.893233,0.46193334,0,2.6333332,7.1166668,27,208,551.71667,0,0,0,524.33331,1998.6666,5590.6665,7525.235333,2738.156167,105.1441,1347.264,46.73072,1044.383,1889.2525,11.68268,360.0834,766.3782,0.31831,0.13369,0.141471,0.118836,0.095625667,0.035368,0.063957,0.076394,0.073565,0.001151737,330,1.33E-06,0.380073054,0.000437744,20.38333333
-237.61369,121243.8112,401549.4085,15.85,9733.333,125429.16,336008.34,1224600,31127292,4712.5,37458.332,104412.5,348516.66,6699229,0,2508.3333,17995.834,183041.67,2695912.5,0,0,0,0,-819916.69,779.16669,9270.833,19508.334,116029.16,932804.19,-2054.1667,-21991.666,-79000,-381829.16,-21734858,93.5,1114,2809.8333,7380.1665,88477.5,59.833332,676.5,1695.3334,4128.1665,43729.168,66.866669,179.68333,490.56668,5204.25,14999.983,52768.734,24.799999,75.23333,174.58333,589.71667,2531.9666,7783.8833,96.133331,72.583336,42.333332,17.133333,29.200001,24.833332,94,71.233337,41.349998,15.5,27.6,21.266666,4.6999998,3.5666668,2.0666666,0.78333336,1.2,0.98333335,4.6999998,3.5666668,2.0666666,0.78333336,1.2,0.88333333,0.098148331,0.01079218,0.046973333,0.002513255,1323,7438,372,372,77.759247,4.8539,349.37924,18.693617,17.351683,0.92115003,17.47365,0.93493336,0.98333329,3.6666667,11.5,42.766666,117.5,327.43335,0,14,32.666668,588,1388.5,5175.5,9558.002333,6855.169167,0,548.0943,0,1028.817,1895.257,15.668065,1349.688,745.2079833,0,0.114592,0,0.114592,0.0972175,0.041262667,0.063721,0.089127,0.061303833,0.000569527,330,3.24E-07,0.187943768,0.000107039,20.75
-276.79208,117805.4779,400349.4085,17.066668,3970.8333,59645.832,108987.5,565320.81,33065450,19391.666,132325,350583.34,1000675,6212016.5,0,1916.6666,4962.5,76787.5,2235616.8,0,0,0,-3641.6667,-654325,0,2937.5,42025,140812.5,603650,-2708.3333,-22879.166,-56837.5,-453087.5,-23151850,8.833333,138.16667,286.83334,1501.6666,71991,4.5,70.666664,138.66667,763.66669,33510.5,91,261.26666,659.29999,3607.7168,7686.8833,25946.268,73.5,208.85001,462.81665,1984.8667,4472.8667,11747.65,328.03333,245.43333,138.23334,66.633331,64.066666,51.283333,327.14999,244.78334,137.60001,63.583332,61.400002,49.116665,18.166666,14.033334,8.0333328,4.0500002,4.3000002,3.7,18.166666,14.033334,8.0333328,3.8666666,4.1333332,3.5833333,0.094781667,0.009340373,0.094781667,0.009340373,8188,8188,491,491,776.06799,76.478966,776.06799,76.478966,46.837814,4.6436996,46.537567,4.5861168,5.5666666,14.033334,29.133333,89.400002,151.21667,380.25,0,0,0,340.66666,1663.8334,4286.1665,21639.50833,27521.765,12063.86083,420.93835,14587.74,698.4601167,898.8598333,3666.862667,1321.776,603.0803,0.371361667,0.0376665,0.424413,0.088419333,0.091514,0.135576333,0.060950833,0.076394,0.056588,0.001598959,24946,2.56E-06,39.8876188,0.063778647,19.28333333
-333.48834,114358.8112,402862.7418,14.733334,24225,220433.33,525329.19,1587250,39529336,0,0,7516.6665,106679.16,6637687.5,1791.6666,15975,80450,207691.67,2692708.2,0,0,0,0,-533408.31,0,0,0,0,346000,-1191.6666,-3666.6667,-75004.164,-919041.69,-14515362,20.5,204,474,1786.3334,84314.336,7.5,79.166664,186.66667,709.33331,37012,63.383335,139.53333,335.98334,3346.8167,8253.7334,26090.434,0,0,0,341.76666,772.3667,5954.1333,3.2333333,1.7833333,1.0666667,20.25,16.466667,27.799999,0,0,0,19.183332,15.5,26.833334,0,0,0,0.46666667,0.44999999,1.0166667,0,0,0,0.46666667,0.44999999,1,0.25,0.0625,0.00424,2.76E-05,100,15207.667,816.66669,816.66669,25,6.25,65.652763,0.43211669,2.5833833,0.01315,2.5828166,0.01315,0,0,0,0,0,4.1833334,0,0,0,0,0,266.66666,9180.699333,6602.655167,0,432.8967667,1.506452,592.07275,2805.956167,19.74259,1323.076,601.7898,0,0.048807333,0.141471,0.0870045,0.095758333,0.070736,0.0610095,0.076394,0.054702,0.000725597,11,5.26E-07,0.007981571,5.79E-06,17.6
-271.83694,110920.4779,414021.9085,15.166667,0,29075,103650,943900,24957976,14800,82850,100775,404775,7508850,0,0,13300,17975,3984875,0,0,0,0,-953225,0,0,0,0,2987875,-11100,-139625,-512850,-1639000,-26799624,2,38,151,849,41952,1,20,77,412,19566,73.199997,225.39999,512.40002,2586.3999,4805.2998,13563,59.200001,185.3,393.10001,1197.8,1999.1,5243.7002,415.39999,325.89999,173,65.699997,39.5,24.200001,414.70001,325.39999,172.60001,58.400002,35.099998,21.700001,20.700001,16.299999,8.6000004,3.3,2,1.2,20.700001,16.299999,8.6000004,2.9000001,1.8,1.1,0.1,0.01,0.1,0.01,13720,13720,685,685,1372,137.2,1372,137.2,68.5,6.8499999,68.5,6.8499999,2.0999999,5.8000002,12.2,37,62,124.3,0,0,0,0,0,0,79106.55,61708.11,0,4412.585,0,4167.391,2760.854,60.94957,2149.669,7670.071,0,0.098676,0,0.094786,0.086739,0.070736,0.061894,0.127324,0.135812,0.000372988,11,1.39E-07,0.004102872,1.53E-06,15.08333333
-287.30011,108650.4779,418601.9085,15.783333,5775,93375,286050,918875,21209576,4750,26575,42200,77875,4112575,175,16300,63650,105125,1567700,0,0,0,-1800,-4177350,650,650,650,72950,1734825,-3125,-39200,-144250,-1051800,-30961724,51,639,1570,3964,27718,50,416,896,2190,13580,48.299999,167.60001,551.90002,4461.8999,12427.9,35171.199,0,0,166.10001,598.09998,1202.6,4472,2.5,2.0999999,49.400002,20.6,15.6,14.6,0,0,48.200001,19.299999,14.1,13.1,0,0,3.4000001,1.3,1,0.80000001,0,0,3.4000001,1.3,1,0.80000001,0.16666999,0.02777778,0.017859999,0.00031888,100,9108,634,634,16.6667,2.7778001,162.6429,2.9043,11.365,0.20370001,11.3214,0.2022,0,0,8.1000004,28.200001,56,175.10001,0,0,0,0,0,3445,154065.2,209468.5,0,4387.136,0,4239.413,2549.227,35870.55,15794.8,7619.304,0,0.09231,0,0.070736,0.075599,0.176839,0.062601,0.152789,0.107518,0.000629828,999970,3.97E-07,629.8095273,0.396671941,12.8
-225.95407,106384.6446,417601.0752,16.299999,5075,41150,145695.83,1041041.7,18640984,13112.5,64745.832,149583.33,343275,3210983.2,0,2075,3325,38741.668,1006912.5,0,0,0,-3158.3333,-7454562.5,670.83331,7325,25675,68954.164,1418225,-4520.8335,-26175,-111658.34,-441812.5,-28117664,19.166666,215.16667,585,2060.8333,18673,9,105.16666,277.16666,998.5,9125.333,62.299999,153.95,441.36667,3375.1167,10128.4,34179.434,0,0,0,448.83334,2412.45,7370.667,3.1999998,1.9666667,1.4,12.45,30.533333,27.433332,0,0,0,11.433333,26.933332,23.433332,0,0,0,0.85000002,2.2166667,1.9,0,0,0,0.85000002,2.0166667,1.7,0.25,0.0625,0.005038334,2.53E-05,100,7059,494,494,25,6.25,35.532417,0.17889999,2.4905,0.01255,2.4865999,0.012533333,0,0,0,0,7.8000002,70.48333,0,0,0,559.83331,1743.5,3919.3333,46826.65667,11834.94833,1054.647,5270.253333,3323.867,4265.422,2481.184,3035.277,15234.55,7638.456833,0.31831,0.0949625,0.282942,0.066491,0.057296,0.247574,0.056942,0.152789,0.091484167,0.002905492,3313,8.44E-06,9.62589514,0.027967962,17.21666667
-229.11844,106430.4779,418151.9085,15.666667,11125,54600,163625,1295000,19789176,3450,26650,63750,277700,3222900,875,7575,16375,19675,870525,0,0,0,-6275,-7188000,2500,7825,26850,87750,1395175,-4725,-32825,-122975,-499400,-28899324,65,399,877,2458,19596,42,234,447,1141,9566,45.599998,156,829.20001,5215.7998,14492.6,37033.801,0,0,0,952.09998,2586.6001,7487.2002,2.3,35,29.799999,59.400002,48.900002,28.4,0,0,0,45.5,40.599998,24.4,0,1.7,1.4,3.8,3.3,1.9,0,0,0,3.2,2.9000001,1.7,0.090910003,0.00826446,0.0045,2.03E-05,100,13369,228,935,9.0909004,0.82639998,60.220699,0.27129999,5.967,0.15620001,4.2117,0.018999999,0,0,0,20.9,44,86.599998,48,99,200,600,1423,3853,63318.67,30109.33,1054.647,5241.237,484.1974,4265.422,2481.184,2974.704,15234.55,7638.375,0.31831,0.089127,0.282942,0.066491,0.057296,0.212207,0.056942,0.152789,0.090541,0.00115925,3313,1.34E-06,3.840594797,0.004452209,14.25
-372.74976,118753.8112,405177.7418,12.083333,7775,103825,376054.16,1790987.5,40127176,6379.1665,20062.5,34041.668,97033.336,6525762.5,625,33454.168,44650,236670.83,3695554.2,0,0,0,-850,-474041.66,383.33334,1225,1225,1225,922970.81,-4504.1665,-41425,-148216.67,-354429.16,-12660092,193.83333,1211,2752.5,9506.167,132870.67,141.66667,826.83331,1677,4833.5,63658.832,83.366669,251.65001,757.29999,4712.5332,12096.934,46346.551,46.633335,173.16667,386.21667,1216.15,2602.1333,9606.6162,179.98334,166.01666,93.416664,33.333332,25.1,30.266666,178.13333,165.03334,92.199997,32.133331,23.9,29.083332,7.7166667,7.1666665,4,1.4166666,1,1.5,7.7166667,7.1666665,4,1.4166666,1,1.5,0.25,0.0625,0.14224,0.03184453,3713.3333,7148.8335,327.5,327.5,928.33331,232.08333,1036.0229,233.10278,45.047367,9.7026834,46.422401,10.3831,0,0,2.5999999,21,33.333332,179.23334,0,0,0,0,746.16669,1831.6666,7702.280333,4390.2095,0,748.3228,0,1179.517,2849.801,90.51443,681.5683,745.9577167,0,0.130507,0,0.128739,0.103451,0.106103,0.064723,0.101859,0.063190167,0.000583267,1561.833333,3.40E-07,0.910965405,0.000531336,16.25
-329.33252,118224.6446,404056.0752,11.616667,4141.6665,71237.5,386300,1900995.9,40136508,0,0,0,30804.166,6212100,2250,63104.168,106708.34,208437.5,3548816.8,0,0,-708.33331,-2683.3333,-493795.84,0,0,0,1020.8333,797083.31,-23937.5,-130200,-184650,-465229.16,-13462875,15.166667,199.66667,1143.8334,6053.1665,125297.5,6.1666665,80,453.5,2623.1667,59628.5,8.1500006,26.516668,253.86667,1977.9333,8691.4004,37483.734,0,0,0,254.5,2005.1833,6835.7334,0.41666666,0.33333334,0.81666666,11.916667,29.599998,24.133333,0,0,0,11.333334,28.733334,23.166666,0,0,0,0.58333331,1.3833333,1.0833334,0,0,0,0.58333331,1.3833333,1.0833334,0.045136664,0.004991322,0.00375,1.43E-05,100,12631.5,681.16669,681.16669,4.5138669,0.49913335,47.345669,0.18008333,2.5020666,0.00935,2.50315,0.00935,0,0,0,7.5,21.416668,128.53334,0,0,0,0,0,0,7369.593333,3224.4325,36.43338333,536.0155167,97.1557,1146.3069,2858.3575,226.83715,1341.592167,748.5203667,0.106103333,0.099737,0.282942,0.120250333,0.1023895,0.135576333,0.064605167,0.080638167,0.067906,0.00100313,121.8333333,1.01E-06,0.122214694,0.000122597,11.8
-364.69012,120399.6446,406147.7418,10.916667,9325,144287.5,455637.5,1666879.1,38339288,8787.5,34641.668,62550,184925,5829579,137.5,5512.5,18970.834,287970.84,3445662.5,0,0,0,0,-10725,679.16669,4308.3335,6079.1665,10308.333,1049966.6,-2083.3333,-13479.167,-33412.5,-250404.17,-14413492,133.66667,1322.8334,3726.5,11342.667,154851.83,80.333336,711,1977.1666,5772,76342.5,74.98333,246.7,679.90002,5235.25,14464.916,51597.785,74.98333,197.71667,450.5,1585.75,3357.7168,10269.483,330.13333,219.10001,125.6,51.316666,43.466667,35.266666,330.13333,217.53333,123.56667,49.400002,41.349998,32.583332,9.8999996,6.75,4.0666666,1.7666667,1.7,1.3666667,9.8999996,6.6999998,4,1.7333333,1.65,1.2833333,0.161965,0.034320623,0.161965,0.034320623,8313.667,8313.667,249.33333,249.33333,1278.6455,265.10718,1278.6455,265.10718,38.473316,7.967,38.328415,7.9450665,2.1500001,5.3499999,11.116667,35.150002,62.5,156.56667,0,0,0,22.333334,761.83331,2021.3334,3250.007167,2602.4795,496.6913333,826.4705333,264.902,2996.042667,2699.148333,971.3078,363.8123,910.9000833,0.265258333,0.172417667,0.141471,0.133690333,0.103185667,0.070736,0.065961,0.076394,0.154675167,0.003015189,1872,9.09E-06,5.644433268,0.017019031,11.46666667
